trip_id,vehicle_id,started_at,completed_at,pickup_zone,dropoff_zone,distance_miles,duration_seconds,delivery_status,fare_amount
T000926,V024,2026-09-13T02:59:00+00:00,2026-09-13T03:22:12+00:00,west,west,6.46,1392,completed,10.25
T000927,V015,2026-09-04T20:24:00+00:00,2026-09-04T21:02:21+00:00,south,central,11.23,2301,in_progress,55.61
T000928,V008,2026-09-13T20:58:00+00:00,2026-09-13T21:49:56+00:00,west,west,16.53,3116,completed,53.95
T000929,V023,2026-09-01T17:29:00+00:00,2026-09-01T18:05:44+00:00,east,east,2.93,2204,cancelled,58.27
T000930,V022,2026-09-14T22:23:00+00:00,2026-09-14T23:02:42+00:00,south,east,1.0,2382,completed,17.56
T000931,V015,2026-09-04T13:44:00+00:00,2026-09-04T14:34:58+00:00,east,south,4.17,3058,completed,29.91
T000932,V002,2026-09-03T21:00:00+00:00,2026-09-03T21:09:18+00:00,west,west,1.24,558,completed,6.0
T000933,V004,2026-09-13T00:25:00+00:00,2026-09-13T01:09:29+00:00,west,north,16.4,2669,completed,8.04
T000934,V007,2026-09-01T13:36:00+00:00,2026-09-01T14:31:30+00:00,north,central,4.09,3330,completed,15.27
T000935,V006,2026-09-09T07:59:00+00:00,2026-09-09T08:04:59+00:00,south,east,17.1,359,cancelled,25.48
T000936,V040,2026-09-12T17:24:00+00:00,2026-09-12T18:21:18+00:00,south,central,10.48,3438,completed,53.99
T000937,V014,2026-09-01T15:38:00+00:00,2026-09-01T16:18:06+00:00,south,east,3.51,2406,in_progress,4.26
T000938,V033,2026-09-03T13:53:00+00:00,2026-09-03T14:11:36+00:00,west,east,12.72,1116,completed,30.82
T000939,V023,2026-09-03T18:36:00+00:00,2026-09-03T18:52:20+00:00,west,west,4.25,980,completed,28.86
T000940,V030,2026-09-08T11:38:00+00:00,2026-09-08T11:50:26+00:00,north,central,2.88,746,cancelled,46.99
T000941,V003,2026-09-14T00:16:00+00:00,2026-09-14T01:09:17+00:00,north,east,9.14,3197,cancelled,21.3
T000942,V020,2026-09-14T23:53:00+00:00,2026-09-15T00:47:15+00:00,west,south,10.19,3255,cancelled,64.08
T000943,V005,2026-09-11T01:43:00+00:00,2026-09-11T01:59:53+00:00,west,east,3.64,1013,in_progress,33.99
T000944,V029,2026-09-03T17:26:00+00:00,2026-09-03T17:57:03+00:00,central,north,2.59,1863,cancelled,28.44
T000945,V011,2026-09-14T18:31:00+00:00,2026-09-14T18:41:56+00:00,north,east,17.57,656,cancelled,16.22
T000946,V015,2026-09-10T12:47:00+00:00,2026-09-10T12:59:22+00:00,west,west,5.37,742,in_progress,50.72
T000947,V026,2026-09-14T20:12:00+00:00,2026-09-14T20:34:38+00:00,east,west,12.17,1358,cancelled,64.24
T000948,V010,2026-09-12T23:18:00+00:00,2026-09-12T23:41:02+00:00,west,north,2.64,1382,cancelled,34.33
T000949,V007,2026-09-04T09:30:00+00:00,2026-09-04T09:36:01+00:00,north,north,9.22,361,completed,63.3
T000950,V021,2026-09-10T00:58:00+00:00,2026-09-10T01:43:16+00:00,south,east,11.38,2716,completed,50.37
T000951,V032,2026-09-13T03:57:00+00:00,2026-09-13T04:53:23+00:00,west,south,5.64,3383,cancelled,33.91
T000952,V022,2026-09-07T06:54:00+00:00,2026-09-07T07:35:01+00:00,central,central,0.81,2461,completed,64.43
T000953,V029,2026-09-04T01:03:00+00:00,2026-09-04T01:33:11+00:00,east,west,8.24,1811,completed,6.0
T000954,V020,2026-09-14T00:00:00+00:00,2026-09-14T00:49:00+00:00,south,west,8.04,2940,cancelled,47.66
T000955,V008,2026-09-12T10:12:00+00:00,2026-09-12T11:08:09+00:00,central,west,12.05,3369,in_progress,36.9
T000956,V036,2026-09-12T00:35:00+00:00,2026-09-12T01:11:29+00:00,south,central,1.48,2189,cancelled,34.18
T000957,V023,2026-09-09T22:19:00+00:00,2026-09-09T23:05:06+00:00,east,east,1.57,2766,in_progress,6.75
T000958,V038,2026-09-09T16:06:00+00:00,2026-09-09T16:33:48+00:00,north,east,7.16,1668,cancelled,25.05
T000959,V023,2026-09-09T11:10:00+00:00,2026-09-09T11:42:07+00:00,north,south,4.83,1927,in_progress,23.04
T000960,V005,2026-09-03T06:23:00+00:00,2026-09-03T07:13:58+00:00,east,north,6.41,3058,completed,36.84
T000961,V028,2026-09-02T04:24:00+00:00,2026-09-02T04:59:27+00:00,central,central,16.27,2127,cancelled,5.24
T000962,V002,2026-09-12T00:31:00+00:00,2026-09-12T01:15:08+00:00,east,west,10.48,2648,cancelled,38.92
T000963,V014,2026-09-12T10:42:00+00:00,2026-09-12T10:52:49+00:00,east,west,9.3,649,in_progress,24.71
T000964,V024,2026-09-15T07:46:00+00:00,2026-09-15T08:10:26+00:00,west,south,9.2,1466,completed,55.26
T000965,V019,2026-09-13T12:38:00+00:00,2026-09-13T12:56:36+00:00,east,north,5.7,1116,in_progress,28.52
T000966,V006,2026-09-06T11:21:00+00:00,2026-09-06T12:07:38+00:00,central,north,10.86,2798,cancelled,8.1
T000967,V028,2026-09-13T10:01:00+00:00,2026-09-13T10:37:26+00:00,south,east,14.42,2186,in_progress,54.25
T000968,V020,2026-09-12T19:36:00+00:00,2026-09-12T20:34:53+00:00,west,central,5.98,3533,cancelled,28.54
T000969,V036,2026-09-13T01:27:00+00:00,2026-09-13T02:01:56+00:00,south,north,11.49,2096,in_progress,56.63
T000970,V014,2026-09-14T11:02:00+00:00,2026-09-14T11:40:04+00:00,west,east,16.9,2284,in_progress,53.34
T000971,V004,2026-09-11T04:52:00+00:00,2026-09-11T05:34:38+00:00,central,south,6.87,2558,completed,18.66
T000972,V027,2026-09-08T03:59:00+00:00,2026-09-08T04:32:43+00:00,east,north,11.59,2023,cancelled,20.28
T000973,V011,2026-09-07T20:45:00+00:00,2026-09-07T21:33:06+00:00,east,central,4.63,2886,completed,10.93
T000974,V016,2026-09-05T16:48:00+00:00,2026-09-05T16:53:53+00:00,east,west,8.99,353,cancelled,29.74
T000975,V011,2026-09-02T04:12:00+00:00,2026-09-02T04:29:47+00:00,east,south,1.01,1067,cancelled,44.18
T000976,V003,2026-09-05T08:06:00+00:00,2026-09-05T08:53:59+00:00,west,north,1.47,2879,completed,23.15
T000977,V027,2026-09-08T02:44:00+00:00,2026-09-08T02:52:20+00:00,east,north,7.45,500,in_progress,55.41
T000978,V037,2026-09-06T16:54:00+00:00,2026-09-06T17:05:38+00:00,central,north,9.63,698,in_progress,61.93
T000979,V032,2026-09-13T06:51:00+00:00,2026-09-13T07:12:11+00:00,north,south,11.0,1271,cancelled,24.09
T000980,V025,2026-09-14T15:07:00+00:00,2026-09-14T16:01:19+00:00,south,west,4.32,3259,completed,14.68
T000981,V027,2026-09-07T13:56:00+00:00,2026-09-07T14:30:00+00:00,east,central,1.48,2040,in_progress,26.86
T000982,V035,2026-09-03T21:41:00+00:00,2026-09-03T22:06:36+00:00,west,west,12.45,1536,cancelled,57.65
T000983,V031,2026-09-04T15:08:00+00:00,2026-09-04T15:36:46+00:00,east,east,0.87,1726,in_progress,6.12
T000984,V016,2026-09-02T13:51:00+00:00,2026-09-02T14:42:09+00:00,east,central,7.23,3069,in_progress,62.47
T000985,V008,2026-09-09T14:10:00+00:00,2026-09-09T15:09:26+00:00,central,south,15.51,3566,cancelled,4.48
T000986,V020,2026-09-10T06:37:00+00:00,2026-09-10T06:58:26+00:00,north,south,5.7,1286,completed,59.87
T000987,V027,2026-09-08T13:13:00+00:00,2026-09-08T14:12:26+00:00,north,east,15.66,3566,cancelled,32.74
T000988,V028,2026-09-10T17:31:00+00:00,2026-09-10T17:57:42+00:00,north,south,12.72,1602,in_progress,8.05
T000989,V036,2026-09-10T21:51:00+00:00,2026-09-10T22:36:06+00:00,east,west,12.67,2706,completed,43.12
T000990,V029,2026-09-05T12:20:00+00:00,2026-09-05T13:07:01+00:00,south,north,7.51,2821,in_progress,22.64
T000991,V008,2026-09-14T10:28:00+00:00,2026-09-14T10:37:36+00:00,south,south,9.54,576,in_progress,50.55
T000992,V027,2026-09-14T20:24:00+00:00,2026-09-14T21:14:48+00:00,east,west,8.87,3048,in_progress,12.14
T000993,V038,2026-09-05T06:44:00+00:00,2026-09-05T07:34:55+00:00,east,east,3.98,3055,cancelled,26.42
T000994,V037,2026-09-10T06:54:00+00:00,2026-09-10T07:23:45+00:00,south,north,17.09,1785,in_progress,43.47
T000995,V030,2026-09-06T12:54:00+00:00,2026-09-06T13:04:04+00:00,south,east,12.77,604,completed,7.04
T000996,V017,2026-09-11T02:14:00+00:00,2026-09-11T02:58:59+00:00,south,north,17.27,2699,completed,61.78
T000997,V034,2026-09-04T00:05:00+00:00,2026-09-04T00:09:57+00:00,west,west,14.98,297,cancelled,11.23
T000998,V018,2026-09-05T22:56:00+00:00,2026-09-05T23:13:00+00:00,east,west,7.19,1020,cancelled,56.24
T000999,V019,2026-09-14T23:43:00+00:00,2026-09-15T00:01:42+00:00,south,west,3.66,1122,completed,5.76
T001000,V040,2026-09-07T06:58:00+00:00,2026-09-07T07:18:04+00:00,west,south,6.97,1204,in_progress,43.48
